profile_key,display_name,guidance_role,auto_suggest_mode,guidance_portion_g,contexts,reviewed_contexts_json,context_reason,changed_from_v4896602,ready_to_eat,reviewed_preparation_state,preparation_reason,priority_nutrients,flags
dict:ff54bb97-9100-4191-9354-d73ae9328b5d,20 Veggie McPlant® Nuggets — McDonald’s,commercial,never,330.0,"[""lunch"",""dinner"",""snack""]","[""lunch"",""snack"",""dinner""]",existing_meal_contexts,True,True,ready,ready_food,"[""carbs"",""energy"",""fat"",""fiber"",""protein""]","[""commercial_fast_food""]"
dict:1b039d91-df57-45a9-a821-ae2c3996e481,4 Chicken McNuggets™ — McDonald’s,commercial,never,71.2,"[""lunch"",""dinner"",""snack""]","[""lunch"",""snack"",""dinner""]",existing_meal_contexts,True,True,ready,ready_food,"[""energy"",""fat"",""carbs"",""protein""]","[""commercial_fast_food""]"
dict:c9dbb0ae-9bf2-4848-b595-80a70824c1ed,4 Veggie McPlant® Nuggets — McDonald’s,commercial,never,66.0,"[""lunch"",""dinner"",""snack""]","[""lunch"",""snack"",""dinner""]",existing_meal_contexts,True,True,ready,ready_food,"[""fat"",""energy"",""fiber"",""carbs"",""protein""]","[""commercial_fast_food""]"
dict:95fcf71e-2bf7-4f47-bfdc-09d9dd0e138b,6 Chicken McNuggets™ — McDonald’s,commercial,never,106.8,"[""lunch"",""dinner"",""snack""]","[""lunch"",""snack"",""dinner""]",existing_meal_contexts,True,True,ready,ready_food,"[""energy"",""fat"",""protein"",""carbs""]","[""commercial_fast_food""]"
dict:61d44d30-6a49-4ecd-b59c-b37c787fb696,6 Veggie McPlant® Nuggets — McDonald’s,commercial,never,99.0,"[""lunch"",""dinner"",""snack""]","[""lunch"",""snack"",""dinner""]",existing_meal_contexts,True,True,ready,ready_food,"[""energy"",""fat"",""carbs"",""fiber"",""protein""]","[""commercial_fast_food""]"
dict:c062d5ac-524d-41f1-b054-16dcfbfd3b23,9 Chicken McNuggets™ — McDonald’s,commercial,never,160.2,"[""lunch"",""dinner"",""snack""]","[""lunch"",""snack"",""dinner""]",existing_meal_contexts,True,True,ready,ready_food,"[""energy"",""fat"",""protein"",""carbs""]","[""commercial_fast_food""]"
dict:27f62b44-6273-4aff-b765-770e2c034995,9 Veggie McPlant® Nuggets — McDonald’s,commercial,never,148.5,"[""lunch"",""dinner"",""snack""]","[""lunch"",""snack"",""dinner""]",existing_meal_contexts,True,True,ready,ready_food,"[""energy"",""fat"",""fiber"",""carbs"",""protein""]","[""commercial_fast_food""]"
ciqual:40601,"Abat, cuit (aliment moyen)",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,ready,ready_food,"[""iron_mg"",""protein"",""selenium_ug"",""vitamin_b12_ug"",""vitamin_b2_mg"",""vitamin_b9_ug"",""energy"",""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_b6_mg""]","[""curated_familiar_only""]"
ciqual:12112,Abondance,food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",cheese,True,True,ready,ready_food,"[""calcium_mg"",""energy"",""fat"",""phosphorus_mg"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""vitamin_b2_mg"",""vitamin_b9_ug""]","[""curated_familiar_only""]"
ciqual:13704,"Abricot au sirop (sans précision sur léger ou
classique), appertisé, égoutté (aliment moyen)",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""vitamin_b1_mg"",""carbs"",""energy"",""fiber""]","[""curated_familiar_only""]"
ciqual:13712,"Abricot au sirop léger, appertisé, égoutté",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""vitamin_b1_mg"",""carbs"",""energy"",""fiber"",""potassium_mg""]","[""curated_familiar_only""]"
ciqual:13713,"Abricot au sirop léger, appertisé, non égoutté",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""vitamin_b1_mg"",""carbs"",""energy"",""potassium_mg""]","[""curated_familiar_only""]"
ciqual:13714,"Abricot au sirop, appertisé, égoutté",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""vitamin_b1_mg"",""carbs"",""energy"",""fiber""]","[""curated_familiar_only""]"
ciqual:13715,"Abricot au sirop, appertisé, non égoutté",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""carbs"",""energy""]","[""curated_familiar_only""]"
ciqual:13400,"Abricot pays, chair et peau, sans noyau, au sirop,
appertisé, non égoutté, prélevé à la Martinique",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""fiber"",""carbs""]","[""curated_familiar_only""]"
ciqual:13401,"Abricot pays, chair et peau, sans noyau, cru, prélevé à
la Martinique",food,general,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""fiber"",""carbs""]",[]
ciqual:13000,"Abricot, dénoyauté, cru",food,general,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""fiber"",""carbs"",""energy"",""potassium_mg""]",[]
ciqual:13001,"Abricot, dénoyauté, sec",food,general,30.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""potassium_mg"",""carbs"",""energy"",""fiber"",""vitamin_b6_mg""]",[]
ciqual:13623,"Abricot, dénoyauté, sec, moelleux (réhydraté à
35-45%)",food,general,30.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""carbs"",""energy"",""potassium_mg"",""vitamin_b6_mg""]",[]
ciqual:25433,"Accra de poisson, préemballé",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""fiber"",""protein"",""selenium_ug"",""vitamin_b12_ug"",""vitamin_e_mg"",""carbs"",""iodine_ug"",""phosphorus_mg""]",[]
dict:2d92b601-6084-4216-a105-f6a068b78841,Achu / Taro sauce jaune — Cameroun,meal,familiar_only,180.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",existing_meal_contexts,False,True,meal_ready,complete_meal_ready,"[""carbs"",""energy"",""fat"",""fiber"",""protein""]","[""composite_meal""]"
dict:a07313a1-bc85-4805-9d2b-80775bb4557f,Achu / Taro sauce jaune — Cameroun,meal,familiar_only,180.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",existing_meal_contexts,False,True,meal_ready,complete_meal_ready,"[""carbs"",""energy"",""fat"",""fiber"",""protein""]","[""composite_meal""]"
ciqual:11084,"Agar (algue), frais, cru",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,assembly,powder_or_baking_ingredient,"[""vitamin_b9_ug"",""iron_mg"",""magnesium_mg"",""potassium_mg""]","[""curated_familiar_only""]"
ciqual:11085,"Agar (algue), séché",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,assembly,powder_or_baking_ingredient,"[""calcium_mg"",""iodine_ug"",""iron_mg"",""magnesium_mg"",""potassium_mg"",""vitamin_b9_ug"",""zinc_mg"",""vitamin_b6_mg"",""protein"",""vitamin_b2_mg""]","[""curated_familiar_only""]"
ciqual:21508,"Agneau, collier braisé ou bouilli",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b1_mg""]",[]
ciqual:21514,"Agneau, collier cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""zinc_mg"",""selenium_ug"",""vitamin_b6_mg""]",[]
ciqual:21525,"Agneau, côte découverte crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""vitamin_b12_ug"",""protein"",""zinc_mg"",""iron_mg"",""selenium_ug""]",[]
ciqual:21516,"Agneau, côte filet crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""zinc_mg"",""selenium_ug"",""vitamin_b6_mg""]",[]
ciqual:21509,"Agneau, côte filet grillée/poêlée",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""energy"",""fat"",""selenium_ug"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""vitamin_b1_mg""]",[]
ciqual:21521,"Agneau, côte ou côtelette, crue (aliment moyen)",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""vitamin_b12_ug"",""protein"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""selenium_ug""]",[]
ciqual:21522,"Agneau, côte ou côtelette, cuite (aliment moyen)",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""energy"",""fat"",""selenium_ug"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""vitamin_b1_mg""]",[]
ciqual:21524,"Agneau, côte ou côtelette, grillée/poêlée (aliment
moyen)",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""energy"",""fat"",""selenium_ug"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""vitamin_b1_mg""]",[]
ciqual:21517,"Agneau, côte première crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""zinc_mg"",""selenium_ug"",""vitamin_b6_mg""]",[]
ciqual:21512,"Agneau, côte première grillée/poêlée",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""phosphorus_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg""]",[]
ciqual:21500,"Agneau, côtelette crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""vitamin_b12_ug"",""phosphorus_mg"",""protein"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""potassium_mg""]",[]
ciqual:21501,"Agneau, côtelette grillée/poêlée",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""phosphorus_mg"",""selenium_ug"",""zinc_mg""]",[]
ciqual:21504,"Agneau, épaule crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""phosphorus_mg"",""vitamin_b3_mg"",""zinc_mg"",""iron_mg"",""potassium_mg"",""selenium_ug""]",[]
ciqual:21505,"Agneau, épaule maigre crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""zinc_mg"",""energy"",""fat"",""phosphorus_mg"",""vitamin_b3_mg"",""iron_mg"",""potassium_mg"",""vitamin_b1_mg""]",[]
ciqual:21507,"Agneau, épaule maigre rôtie/cuite au four",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""phosphorus_mg"",""vitamin_b2_mg"",""vitamin_b3_mg"",""iron_mg"",""potassium_mg""]",[]
ciqual:21506,"Agneau, épaule rôtie/cuite au four",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""zinc_mg"",""phosphorus_mg"",""potassium_mg"",""vitamin_b2_mg"",""iron_mg""]",[]
ciqual:21519,"Agneau, gigot braisé",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""selenium_ug"",""vitamin_b3_mg"",""vitamin_b6_mg""]",[]
ciqual:21502,"Agneau, gigot cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""protein"",""vitamin_b12_ug"",""energy"",""fat"",""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg"",""potassium_mg""]",[]
ciqual:21518,"Agneau, gigot grillé/poêlé",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""protein"",""vitamin_b12_ug"",""fat"",""selenium_ug"",""vitamin_b3_mg"",""zinc_mg"",""iron_mg"",""vitamin_b6_mg""]",[]
ciqual:21503,"Agneau, gigot rôti/cuit au four",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""protein"",""vitamin_b12_ug"",""fat"",""phosphorus_mg"",""selenium_ug"",""vitamin_b2_mg"",""vitamin_b3_mg"",""vitamin_b6_mg"",""zinc_mg""]",[]
ciqual:21515,"Agneau, selle crue",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,False,requires_cooking,existing_requires_preparation,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""phosphorus_mg"",""vitamin_b3_mg"",""zinc_mg"",""potassium_mg"",""selenium_ug"",""vitamin_b1_mg""]",[]
ciqual:21520,"Agneau, selle, partie maigre grillée/poêlée",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""energy"",""fat"",""selenium_ug"",""vitamin_b6_mg"",""zinc_mg"",""iron_mg""]",[]
ciqual:21513,"Agneau, selle, partie maigre rôtie/cuite au four",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""protein"",""vitamin_b12_ug"",""vitamin_b3_mg"",""energy"",""fat"",""phosphorus_mg"",""selenium_ug"",""vitamin_b2_mg"",""vitamin_b6_mg"",""zinc_mg""]",[]
ciqual:21523,"Agneau, viande, cuite (aliment moyen)",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""zinc_mg"",""selenium_ug"",""vitamin_b3_mg"",""iron_mg"",""vitamin_b6_mg""]",[]
ciqual:11023,"Ail séché, poudre",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",profile_flavoring,False,True,assembly,powder_or_baking_ingredient,"[""carbs"",""energy"",""fiber"",""phosphorus_mg"",""potassium_mg"",""vitamin_b6_mg"",""iron_mg"",""magnesium_mg"",""protein"",""vitamin_b1_mg""]","[""curated_familiar_only""]"
ciqual:11000,"Ail, cru",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",profile_flavoring,False,True,ready,ready_food,"[""vitamin_b6_mg"",""energy"",""fiber"",""potassium_mg"",""carbs"",""phosphorus_mg"",""protein"",""vitamin_b1_mg""]","[""curated_familiar_only""]"
ciqual:11307,"Ail, grillé/poêlé, sans matière grasse",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",profile_flavoring,False,True,ready,ready_food,"[""vitamin_b6_mg"",""carbs"",""energy"",""fiber"",""phosphorus_mg"",""potassium_mg"",""protein"",""vitamin_b1_mg""]","[""curated_familiar_only""]"
ciqual:11306,"Ail, rôti/cuit au four",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",profile_flavoring,False,True,ready,ready_food,"[""vitamin_b6_mg"",""carbs"",""energy"",""fiber"",""phosphorus_mg"",""potassium_mg"",""protein"",""vitamin_b1_mg""]","[""curated_familiar_only""]"
dict:f78e06dc-fe93-4cc7-b589-dc6914488903,Akara — Nigeria,meal,familiar_only,350.0,"[""breakfast"",""snack""]","[""breakfast"",""snack""]",existing_meal_contexts,False,True,meal_ready,complete_meal_ready,"[""carbs"",""energy"",""fat"",""fiber"",""protein""]","[""composite_meal""]"
ciqual:5219,"Alcool fort (type rhum), cuisiné (alcool évaporé)",food,familiar_only,250.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",alcohol_meal,False,True,ready,ready_food,[],"[""curated_familiar_only""]"
ciqual:1014,Alcool pur,beverage,never,250.0,"[""breakfast"",""snack"",""lunch"",""dinner""]","[""lunch"",""dinner""]",alcohol_meal,True,True,ready,ready_food,"[""energy""]","[""alcohol""]"
ciqual:4041,"Aligot (purée de pomme de terre à la tomme fraîche),
préemballé",food,familiar_only,150.0,"[""lunch"",""dinner""]","[""lunch"",""snack"",""dinner""]",cheese,True,True,ready,ready_food,"[""energy"",""fat"",""protein"",""carbs"",""fiber""]","[""curated_familiar_only""]"
dict:cfd4b81e-51a5-42b6-b4c2-e6aa31769a8e,Alloco — Côte d’Ivoire,meal,familiar_only,350.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",existing_meal_contexts,False,True,meal_ready,complete_meal_ready,"[""carbs"",""energy"",""fat"",""fiber"",""magnesium_mg"",""potassium_mg"",""vitamin_b6_mg"",""vitamin_c_mg"",""iron_mg"",""phosphorus_mg""]","[""composite_meal""]"
dict:e102c4d7-47be-49f5-8591-4b2f372fa60d,Amala — Nigeria,food,general,180.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",existing_meal_contexts,False,True,ready,ready_food,"[""carbs"",""energy"",""fiber""]",[]
ciqual:15000,"Amande, avec peau, sans sel ajouté",food,general,30.0,"[""breakfast"",""snack""]","[""lunch"",""dinner""]",condiment,True,True,ready,ready_food,"[""fat"",""energy"",""fiber"",""magnesium_mg"",""phosphorus_mg"",""potassium_mg"",""protein"",""zinc_mg""]",[]
ciqual:15041,"Amande, émondée, sans sel ajouté",food,general,30.0,"[""breakfast"",""snack""]","[""lunch"",""dinner""]",condiment,True,True,ready,ready_food,"[""fat"",""energy"",""fiber"",""magnesium_mg"",""phosphorus_mg"",""protein"",""vitamin_b2_mg""]",[]
ciqual:15062,"Amande, grillée, salée, goût fumé",food,familiar_only,30.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",nuts_seeds,True,True,ready,ready_food,"[""fat"",""energy"",""fiber"",""protein""]","[""salted_or_sweetened_nuts""]"
dict:fb953342-0b26-4c2d-93bf-91a78d3f8b3a,Amandes,food,general,30.0,"[""breakfast"",""snack""]","[""breakfast"",""snack""]",existing_meal_contexts,False,True,ready,ready_food,"[""fat"",""energy"",""fiber"",""magnesium_mg"",""phosphorus_mg"",""vitamin_b2_mg"",""calcium_mg"",""potassium_mg"",""protein""]",[]
ciqual:9345,"Amarante, crue",food,general,70.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",starch,False,True,requires_cooking,dry_or_raw_starch_legume,"[""carbs"",""energy"",""phosphorus_mg"",""fiber"",""iron_mg"",""magnesium_mg"",""vitamin_b6_mg"",""zinc_mg"",""calcium_mg"",""fat""]",[]
ciqual:9510,Amidon de maïs ou fécule de maïs,ingredient,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",role_ingredient,False,False,requires_cooking,existing_requires_preparation,"[""carbs"",""energy""]","[""requires_preparation""]"
ciqual:96781,Amidon de riz,ingredient,familiar_only,180.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",starch,False,False,requires_cooking,existing_requires_preparation,"[""carbs"",""energy""]","[""requires_preparation""]"
ciqual:13716,"Ananas au jus d'ananas, appertisé, égoutté",food,familiar_only,250.0,"[""breakfast"",""snack""]","[""breakfast"",""snack""]",juice_smoothie,False,True,ready,ready_food,"[""carbs"",""energy"",""fiber"",""vitamin_b3_mg"",""potassium_mg"",""vitamin_b1_mg"",""vitamin_b6_mg"",""vitamin_c_mg""]","[""curated_familiar_only""]"
ciqual:13717,"Ananas au jus d'ananas, appertisé, non égoutté",food,familiar_only,250.0,"[""breakfast"",""snack""]","[""breakfast"",""snack""]",juice_smoothie,False,True,ready,ready_food,"[""carbs"",""energy"",""vitamin_b3_mg"",""fiber"",""potassium_mg"",""vitamin_b1_mg"",""vitamin_b6_mg"",""vitamin_c_mg""]","[""curated_familiar_only""]"
ciqual:13718,"Ananas au sirop léger, appertisé, égoutté",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""carbs"",""energy"",""fiber""]","[""curated_familiar_only""]"
ciqual:13719,"Ananas au sirop léger, appertisé, non égoutté",food,familiar_only,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""carbs"",""energy"",""fiber""]","[""curated_familiar_only""]"
ciqual:13201,"Ananas Victoria ou Queen Victoria, chair sans peau,
crue, prélevé à La Réunion",food,general,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""carbs"",""energy"",""fiber"",""vitamin_c_mg"",""vitamin_b1_mg""]",[]
ciqual:13002,"Ananas, chair sans peau, cru",food,general,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""vitamin_c_mg"",""carbs"",""energy"",""fiber"",""potassium_mg""]",[]
ciqual:13402,"Ananas, chair sans peau, cru , prélevé à la Martinique",food,general,150.0,"[""breakfast"",""snack""]","[""breakfast"",""lunch"",""snack"",""dinner""]",fruit,True,True,ready,ready_food,"[""vitamin_c_mg""]",[]
ciqual:26079,"Anchois, cru",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,requires_cooking,raw_animal,"[""protein"",""vitamin_b3_mg"",""vitamin_d_ug"",""energy"",""fat"",""iodine_ug"",""iron_mg"",""phosphorus_mg"",""selenium_ug"",""vitamin_b12_ug""]",[]
ciqual:26000,"Anchois, filets, marinés à l'huile, semi-conserve,
égouttés",food,familiar_only,30.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",oil,False,True,ready,ready_food,"[""fat"",""protein""]","[""curated_familiar_only""]"
ciqual:26692,"Anchois, filets, marinés à l'orientale (huile, piments…),
semi-conserve, égouttés",food,familiar_only,30.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",oil,False,True,ready,ready_food,"[""vitamin_b12_ug"",""selenium_ug"",""fat"",""protein"",""vitamin_d_ug""]","[""curated_familiar_only""]"
ciqual:26700,"Anchois, filets, marinés, semi-conserve, égouttés
(aliment moyen)",food,general,120.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",animal_protein,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""selenium_ug"",""vitamin_b12_ug"",""vitamin_d_ug"",""calcium_mg"",""iron_mg"",""magnesium_mg"",""phosphorus_mg""]",[]
ciqual:25999,"Anchois, filets, roulés aux câpres, salés, à l'huile,
semi-conserve, égouttés",food,familiar_only,30.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",oil,False,True,ready,ready_food,"[""fat"",""protein""]","[""curated_familiar_only""]"
ciqual:26694,"Anchois, filets, salés, à l'huile d'olive, semi-conserve,
égouttés",food,familiar_only,30.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",oil,False,True,ready,ready_food,"[""fat"",""protein""]","[""curated_familiar_only""]"
ciqual:26693,"Anchois, filets, salés, à l'huile de tournesol,
semi-conserve, égouttés",food,familiar_only,30.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",oil,False,True,ready,ready_food,"[""energy"",""fat"",""protein""]","[""curated_familiar_only""]"
ciqual:26177,"Anchois, filets, salés, à l'huile, semi-conserve,
égouttés",food,familiar_only,30.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",oil,False,True,ready,ready_food,"[""phosphorus_mg"",""vitamin_b3_mg"",""vitamin_d_ug"",""fat"",""iron_mg"",""protein""]","[""curated_familiar_only""]"
ciqual:8500,Andouille,food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,ready,ready_food,"[""energy"",""fat"",""protein""]","[""processed_meat""]"
ciqual:8501,Andouille de Guéméné,food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,ready,ready_food,"[""energy"",""fat"",""protein""]","[""processed_meat""]"
ciqual:8512,Andouille de Vire,food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,ready,ready_food,"[""energy"",""fat"",""protein""]","[""processed_meat""]"
ciqual:8504,"Andouille, réchauffée à la poêle",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""vitamin_b12_ug"",""phosphorus_mg"",""selenium_ug"",""vitamin_b2_mg"",""zinc_mg"",""iodine_ug"",""iron_mg""]","[""processed_meat""]"
ciqual:8552,"Andouillette de Troyes, à cuire",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,requires_cooking,explicit_a_cuire,"[""energy"",""fat"",""iron_mg"",""protein"",""selenium_ug"",""vitamin_b12_ug"",""zinc_mg"",""phosphorus_mg""]","[""processed_meat""]"
ciqual:8550,"Andouillette, à cuire",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,requires_cooking,explicit_a_cuire,"[""energy"",""fat"",""protein"",""selenium_ug"",""zinc_mg"",""iron_mg"",""phosphorus_mg"",""vitamin_b12_ug"",""vitamin_b2_mg""]","[""processed_meat""]"
ciqual:8551,"Andouillette, grillée/poêlée",food,familiar_only,100.0,"[""lunch"",""dinner""]","[""lunch"",""dinner""]",default_savory_or_ingredient,False,True,ready,ready_food,"[""energy"",""fat"",""protein"",""selenium_ug"",""vitamin_b12_ug"",""zinc_mg"",""iodine_ug"",""iron_mg"",""phosphorus_mg"",""vitamin_b2_mg""]","[""processed_meat""]"
