ciqual_code,nutrient_key,value_100g,unit,source,source_version
24999,calcium_mg,67.6,mg,ANSES - Table Ciqual 2025,2025-11-03
24999,iron_mg,1.3,mg,ANSES - Table Ciqual 2025,2025-11-03
24999,iodine_ug,13.6,µg,ANSES - Table Ciqual 2025,2025-11-03
24999,magnesium_mg,19.1,mg,ANSES - Table Ciqual 2025,2025-11-03
24999,potassium_mg,178,mg,ANSES - Table Ciqual 2025,2025-11-03
24999,selenium_ug,5.72,µg,ANSES - Table Ciqual 2025,2025-11-03
24999,zinc_mg,0.46,mg,ANSES - Table Ciqual 2025,2025-11-03
24999,vitamin_d_ug,0.16,µg,ANSES - Table Ciqual 2025,2025-11-03
24999,vitamin_c_mg,2.42,mg,ANSES - Table Ciqual 2025,2025-11-03
24999,vitamin_b12_ug,0.18,µg,ANSES - Table Ciqual 2025,2025-11-03
24999,omega3_g,0.2418,g,ANSES - Table Ciqual 2025,2025-11-03
8406,calcium_mg,14.7,mg,ANSES - Table Ciqual 2025,2025-11-03
8406,iron_mg,1.4,mg,ANSES - Table Ciqual 2025,2025-11-03
8406,magnesium_mg,7.8,mg,ANSES - Table Ciqual 2025,2025-11-03
8406,potassium_mg,97,mg,ANSES - Table Ciqual 2025,2025-11-03
8406,zinc_mg,1.6,mg,ANSES - Table Ciqual 2025,2025-11-03
8406,omega3_g,0.22,g,ANSES - Table Ciqual 2025,2025-11-03
8407,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
25600,calcium_mg,34,mg,ANSES - Table Ciqual 2025,2025-11-03
25600,iron_mg,0.23,mg,ANSES - Table Ciqual 2025,2025-11-03
25600,magnesium_mg,8.8,mg,ANSES - Table Ciqual 2025,2025-11-03
25600,potassium_mg,260,mg,ANSES - Table Ciqual 2025,2025-11-03
25600,zinc_mg,0.21,mg,ANSES - Table Ciqual 2025,2025-11-03
25600,vitamin_c_mg,3.06,mg,ANSES - Table Ciqual 2025,2025-11-03
25600,omega3_g,0.73,g,ANSES - Table Ciqual 2025,2025-11-03
25601,calcium_mg,20.7,mg,ANSES - Table Ciqual 2025,2025-11-03
25601,iron_mg,1.1,mg,ANSES - Table Ciqual 2025,2025-11-03
25601,iodine_ug,2,µg,ANSES - Table Ciqual 2025,2025-11-03
25601,magnesium_mg,25.1,mg,ANSES - Table Ciqual 2025,2025-11-03
25601,potassium_mg,232,mg,ANSES - Table Ciqual 2025,2025-11-03
25601,zinc_mg,0.6,mg,ANSES - Table Ciqual 2025,2025-11-03
25601,vitamin_c_mg,2.75,mg,ANSES - Table Ciqual 2025,2025-11-03
25601,vitamin_b12_ug,1.45,µg,ANSES - Table Ciqual 2025,2025-11-03
25601,omega3_g,0.103,g,ANSES - Table Ciqual 2025,2025-11-03
25602,calcium_mg,22,mg,ANSES - Table Ciqual 2025,2025-11-03
25602,iron_mg,0.7,mg,ANSES - Table Ciqual 2025,2025-11-03
25602,magnesium_mg,20,mg,ANSES - Table Ciqual 2025,2025-11-03
25602,potassium_mg,220,mg,ANSES - Table Ciqual 2025,2025-11-03
25602,selenium_ug,30,µg,ANSES - Table Ciqual 2025,2025-11-03
25602,zinc_mg,0.38,mg,ANSES - Table Ciqual 2025,2025-11-03
25602,vitamin_d_ug,0.44,µg,ANSES - Table Ciqual 2025,2025-11-03
25602,vitamin_b12_ug,1.23,µg,ANSES - Table Ciqual 2025,2025-11-03
25602,omega3_g,0.446,g,ANSES - Table Ciqual 2025,2025-11-03
25605,calcium_mg,19.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25605,iron_mg,1.06,mg,ANSES - Table Ciqual 2025,2025-11-03
25605,iodine_ug,2.46,µg,ANSES - Table Ciqual 2025,2025-11-03
25605,magnesium_mg,13.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25605,potassium_mg,277,mg,ANSES - Table Ciqual 2025,2025-11-03
25605,selenium_ug,1.79,µg,ANSES - Table Ciqual 2025,2025-11-03
25605,zinc_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
25605,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25605,vitamin_c_mg,6.67,mg,ANSES - Table Ciqual 2025,2025-11-03
25605,vitamin_b12_ug,0.018,µg,ANSES - Table Ciqual 2025,2025-11-03
25605,omega3_g,0.026,g,ANSES - Table Ciqual 2025,2025-11-03
25606,calcium_mg,19,mg,ANSES - Table Ciqual 2025,2025-11-03
25606,iron_mg,0.65,mg,ANSES - Table Ciqual 2025,2025-11-03
25606,magnesium_mg,15,mg,ANSES - Table Ciqual 2025,2025-11-03
25606,potassium_mg,254,mg,ANSES - Table Ciqual 2025,2025-11-03
25606,zinc_mg,0.31,mg,ANSES - Table Ciqual 2025,2025-11-03
25606,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25606,vitamin_c_mg,10,mg,ANSES - Table Ciqual 2025,2025-11-03
25606,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25608,calcium_mg,24,mg,ANSES - Table Ciqual 2025,2025-11-03
25608,iron_mg,0.88,mg,ANSES - Table Ciqual 2025,2025-11-03
25608,magnesium_mg,25,mg,ANSES - Table Ciqual 2025,2025-11-03
25608,potassium_mg,210,mg,ANSES - Table Ciqual 2025,2025-11-03
25608,zinc_mg,0.65,mg,ANSES - Table Ciqual 2025,2025-11-03
25608,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25608,vitamin_c_mg,6.27,mg,ANSES - Table Ciqual 2025,2025-11-03
25608,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25608,omega3_g,0.34,g,ANSES - Table Ciqual 2025,2025-11-03
25609,calcium_mg,13,mg,ANSES - Table Ciqual 2025,2025-11-03
25609,iron_mg,0.43,mg,ANSES - Table Ciqual 2025,2025-11-03
25609,magnesium_mg,16,mg,ANSES - Table Ciqual 2025,2025-11-03
25609,potassium_mg,300,mg,ANSES - Table Ciqual 2025,2025-11-03
25609,zinc_mg,0.49,mg,ANSES - Table Ciqual 2025,2025-11-03
25609,vitamin_d_ug,0.5,µg,ANSES - Table Ciqual 2025,2025-11-03
25609,vitamin_c_mg,21.6,mg,ANSES - Table Ciqual 2025,2025-11-03
25609,omega3_g,0.57,g,ANSES - Table Ciqual 2025,2025-11-03
25610,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
25614,calcium_mg,23.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25614,iron_mg,0.43,mg,ANSES - Table Ciqual 2025,2025-11-03
25614,magnesium_mg,13.1,mg,ANSES - Table Ciqual 2025,2025-11-03
25614,potassium_mg,143,mg,ANSES - Table Ciqual 2025,2025-11-03
25614,selenium_ug,17.7,µg,ANSES - Table Ciqual 2025,2025-11-03
25614,zinc_mg,0.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25614,vitamin_c_mg,4.48,mg,ANSES - Table Ciqual 2025,2025-11-03
25614,vitamin_b12_ug,0.43,µg,ANSES - Table Ciqual 2025,2025-11-03
25614,omega3_g,0.213,g,ANSES - Table Ciqual 2025,2025-11-03
25615,calcium_mg,14,mg,ANSES - Table Ciqual 2025,2025-11-03
25615,iron_mg,0.6,mg,ANSES - Table Ciqual 2025,2025-11-03
25615,iodine_ug,4,µg,ANSES - Table Ciqual 2025,2025-11-03
25615,magnesium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
25615,potassium_mg,84,mg,ANSES - Table Ciqual 2025,2025-11-03
25615,zinc_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
25615,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25615,vitamin_c_mg,21,mg,ANSES - Table Ciqual 2025,2025-11-03
25615,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25619,calcium_mg,24,mg,ANSES - Table Ciqual 2025,2025-11-03
25619,iron_mg,0.95,mg,ANSES - Table Ciqual 2025,2025-11-03
25619,iodine_ug,3.13,µg,ANSES - Table Ciqual 2025,2025-11-03
25619,magnesium_mg,23.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25619,potassium_mg,193,mg,ANSES - Table Ciqual 2025,2025-11-03
25619,selenium_ug,5.3,µg,ANSES - Table Ciqual 2025,2025-11-03
25619,zinc_mg,0.53,mg,ANSES - Table Ciqual 2025,2025-11-03
25619,vitamin_d_ug,0.12,µg,ANSES - Table Ciqual 2025,2025-11-03
25619,vitamin_c_mg,12.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25619,vitamin_b12_ug,0.14,µg,ANSES - Table Ciqual 2025,2025-11-03
25619,omega3_g,0.0121,g,ANSES - Table Ciqual 2025,2025-11-03
25626,calcium_mg,44,mg,ANSES - Table Ciqual 2025,2025-11-03
25626,iron_mg,0.72,mg,ANSES - Table Ciqual 2025,2025-11-03
25626,magnesium_mg,16.2,mg,ANSES - Table Ciqual 2025,2025-11-03
25626,potassium_mg,127,mg,ANSES - Table Ciqual 2025,2025-11-03
25626,zinc_mg,0.55,mg,ANSES - Table Ciqual 2025,2025-11-03
25626,vitamin_c_mg,5.93,mg,ANSES - Table Ciqual 2025,2025-11-03
25626,vitamin_b9_ug,27.5,µg,ANSES - Table Ciqual 2025,2025-11-03
25626,omega3_g,0.87,g,ANSES - Table Ciqual 2025,2025-11-03
25628,calcium_mg,100,mg,ANSES - Table Ciqual 2025,2025-11-03
25628,iron_mg,0.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25628,magnesium_mg,19,mg,ANSES - Table Ciqual 2025,2025-11-03
25628,potassium_mg,300,mg,ANSES - Table Ciqual 2025,2025-11-03
25628,zinc_mg,0.69,mg,ANSES - Table Ciqual 2025,2025-11-03
25628,vitamin_c_mg,1.11,mg,ANSES - Table Ciqual 2025,2025-11-03
25628,vitamin_b12_ug,0.48,µg,ANSES - Table Ciqual 2025,2025-11-03
25628,omega3_g,0.39,g,ANSES - Table Ciqual 2025,2025-11-03
25629,calcium_mg,37,mg,ANSES - Table Ciqual 2025,2025-11-03
25629,iron_mg,1.2,mg,ANSES - Table Ciqual 2025,2025-11-03
25629,magnesium_mg,46,mg,ANSES - Table Ciqual 2025,2025-11-03
25629,potassium_mg,140,mg,ANSES - Table Ciqual 2025,2025-11-03
25629,zinc_mg,0.77,mg,ANSES - Table Ciqual 2025,2025-11-03
25629,omega3_g,0.25,g,ANSES - Table Ciqual 2025,2025-11-03
26257,calcium_mg,31,mg,ANSES - Table Ciqual 2025,2025-11-03
26257,omega3_g,0.24,g,ANSES - Table Ciqual 2025,2025-11-03
26258,calcium_mg,31.2,mg,ANSES - Table Ciqual 2025,2025-11-03
26258,iron_mg,0.42,mg,ANSES - Table Ciqual 2025,2025-11-03
26258,magnesium_mg,17.6,mg,ANSES - Table Ciqual 2025,2025-11-03
26258,potassium_mg,296,mg,ANSES - Table Ciqual 2025,2025-11-03
26258,vitamin_c_mg,4.69,mg,ANSES - Table Ciqual 2025,2025-11-03
26258,vitamin_b9_ug,15.6,µg,ANSES - Table Ciqual 2025,2025-11-03
26258,omega3_g,0.18,g,ANSES - Table Ciqual 2025,2025-11-03
26259,calcium_mg,39,mg,ANSES - Table Ciqual 2025,2025-11-03
26259,iron_mg,1.3,mg,ANSES - Table Ciqual 2025,2025-11-03
26259,magnesium_mg,9.3,mg,ANSES - Table Ciqual 2025,2025-11-03
26259,potassium_mg,210,mg,ANSES - Table Ciqual 2025,2025-11-03
26259,zinc_mg,0.27,mg,ANSES - Table Ciqual 2025,2025-11-03
26259,vitamin_c_mg,21.6,mg,ANSES - Table Ciqual 2025,2025-11-03
26259,omega3_g,0.66,g,ANSES - Table Ciqual 2025,2025-11-03
26260,calcium_mg,25.2,mg,ANSES - Table Ciqual 2025,2025-11-03
26260,magnesium_mg,10.5,mg,ANSES - Table Ciqual 2025,2025-11-03
26260,potassium_mg,137,mg,ANSES - Table Ciqual 2025,2025-11-03
26260,vitamin_c_mg,5.77,mg,ANSES - Table Ciqual 2025,2025-11-03
26260,vitamin_b9_ug,0.85,µg,ANSES - Table Ciqual 2025,2025-11-03
26260,omega3_g,0.58,g,ANSES - Table Ciqual 2025,2025-11-03
26263,omega3_g,0.3,g,ANSES - Table Ciqual 2025,2025-11-03
26269,calcium_mg,18,mg,ANSES - Table Ciqual 2025,2025-11-03
26269,iron_mg,0.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26269,magnesium_mg,24,mg,ANSES - Table Ciqual 2025,2025-11-03
26269,potassium_mg,190,mg,ANSES - Table Ciqual 2025,2025-11-03
26269,zinc_mg,0.65,mg,ANSES - Table Ciqual 2025,2025-11-03
26269,vitamin_b12_ug,0.1,µg,ANSES - Table Ciqual 2025,2025-11-03
26269,omega3_g,0.42,g,ANSES - Table Ciqual 2025,2025-11-03
26276,calcium_mg,22.7,mg,ANSES - Table Ciqual 2025,2025-11-03
26276,iron_mg,0.48,mg,ANSES - Table Ciqual 2025,2025-11-03
26276,magnesium_mg,13,mg,ANSES - Table Ciqual 2025,2025-11-03
26276,potassium_mg,62.6,mg,ANSES - Table Ciqual 2025,2025-11-03
26276,selenium_ug,22.8,µg,ANSES - Table Ciqual 2025,2025-11-03
26276,zinc_mg,0.5,mg,ANSES - Table Ciqual 2025,2025-11-03
26276,vitamin_c_mg,4.69,mg,ANSES - Table Ciqual 2025,2025-11-03
26276,vitamin_b9_ug,6.15,µg,ANSES - Table Ciqual 2025,2025-11-03
26276,omega3_g,1.119,g,ANSES - Table Ciqual 2025,2025-11-03
26277,calcium_mg,25.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26277,magnesium_mg,9.3,mg,ANSES - Table Ciqual 2025,2025-11-03
26277,potassium_mg,64.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26277,selenium_ug,6.2,µg,ANSES - Table Ciqual 2025,2025-11-03
26277,vitamin_c_mg,8.68,mg,ANSES - Table Ciqual 2025,2025-11-03
26277,vitamin_b9_ug,5.95,µg,ANSES - Table Ciqual 2025,2025-11-03
26277,vitamin_b12_ug,0.19,µg,ANSES - Table Ciqual 2025,2025-11-03
26277,omega3_g,1.117,g,ANSES - Table Ciqual 2025,2025-11-03
26278,calcium_mg,69.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26278,iron_mg,0.66,mg,ANSES - Table Ciqual 2025,2025-11-03
26278,magnesium_mg,24.5,mg,ANSES - Table Ciqual 2025,2025-11-03
26278,potassium_mg,171,mg,ANSES - Table Ciqual 2025,2025-11-03
26278,selenium_ug,9,µg,ANSES - Table Ciqual 2025,2025-11-03
26278,zinc_mg,0.83,mg,ANSES - Table Ciqual 2025,2025-11-03
26278,vitamin_c_mg,6.03,mg,ANSES - Table Ciqual 2025,2025-11-03
26278,vitamin_b9_ug,3.35,µg,ANSES - Table Ciqual 2025,2025-11-03
26278,vitamin_b12_ug,0.18,µg,ANSES - Table Ciqual 2025,2025-11-03
26278,omega3_g,0.607,g,ANSES - Table Ciqual 2025,2025-11-03
26279,calcium_mg,70.9,mg,ANSES - Table Ciqual 2025,2025-11-03
26279,iron_mg,0.67,mg,ANSES - Table Ciqual 2025,2025-11-03
26279,iodine_ug,16.2,µg,ANSES - Table Ciqual 2025,2025-11-03
26279,magnesium_mg,20.6,mg,ANSES - Table Ciqual 2025,2025-11-03
26279,potassium_mg,164,mg,ANSES - Table Ciqual 2025,2025-11-03
26279,selenium_ug,8.2,µg,ANSES - Table Ciqual 2025,2025-11-03
26279,zinc_mg,0.73,mg,ANSES - Table Ciqual 2025,2025-11-03
26279,vitamin_c_mg,4.58,mg,ANSES - Table Ciqual 2025,2025-11-03
26279,vitamin_b9_ug,5.95,µg,ANSES - Table Ciqual 2025,2025-11-03
26279,vitamin_b12_ug,0.18,µg,ANSES - Table Ciqual 2025,2025-11-03
26279,omega3_g,0.419,g,ANSES - Table Ciqual 2025,2025-11-03
26280,calcium_mg,60.8,mg,ANSES - Table Ciqual 2025,2025-11-03
26280,iron_mg,0.63,mg,ANSES - Table Ciqual 2025,2025-11-03
26280,magnesium_mg,18.3,mg,ANSES - Table Ciqual 2025,2025-11-03
26280,potassium_mg,178,mg,ANSES - Table Ciqual 2025,2025-11-03
26280,selenium_ug,5.5,µg,ANSES - Table Ciqual 2025,2025-11-03
26280,zinc_mg,0.84,mg,ANSES - Table Ciqual 2025,2025-11-03
26280,vitamin_c_mg,5.45,mg,ANSES - Table Ciqual 2025,2025-11-03
26280,vitamin_b9_ug,5.95,µg,ANSES - Table Ciqual 2025,2025-11-03
26280,vitamin_b12_ug,0.11,µg,ANSES - Table Ciqual 2025,2025-11-03
26280,omega3_g,0.56,g,ANSES - Table Ciqual 2025,2025-11-03
25900,calcium_mg,25,mg,ANSES - Table Ciqual 2025,2025-11-03
25900,iron_mg,1.07,mg,ANSES - Table Ciqual 2025,2025-11-03
25900,iodine_ug,4,µg,ANSES - Table Ciqual 2025,2025-11-03
25900,magnesium_mg,19,mg,ANSES - Table Ciqual 2025,2025-11-03
25900,potassium_mg,144,mg,ANSES - Table Ciqual 2025,2025-11-03
25900,selenium_ug,16.1,µg,ANSES - Table Ciqual 2025,2025-11-03
25900,zinc_mg,0.61,mg,ANSES - Table Ciqual 2025,2025-11-03
25900,vitamin_c_mg,1.7,mg,ANSES - Table Ciqual 2025,2025-11-03
25900,vitamin_b12_ug,0.12,µg,ANSES - Table Ciqual 2025,2025-11-03
25901,vitamin_b12_ug,0.11,µg,ANSES - Table Ciqual 2025,2025-11-03
25903,calcium_mg,14,mg,ANSES - Table Ciqual 2025,2025-11-03
25903,iron_mg,0.14,mg,ANSES - Table Ciqual 2025,2025-11-03
25903,magnesium_mg,5.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25903,potassium_mg,110,mg,ANSES - Table Ciqual 2025,2025-11-03
25903,zinc_mg,0.11,mg,ANSES - Table Ciqual 2025,2025-11-03
25903,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25903,vitamin_c_mg,5.75,mg,ANSES - Table Ciqual 2025,2025-11-03
25903,vitamin_b12_ug,0.052,µg,ANSES - Table Ciqual 2025,2025-11-03
25903,omega3_g,0.0068,g,ANSES - Table Ciqual 2025,2025-11-03
25904,calcium_mg,130,mg,ANSES - Table Ciqual 2025,2025-11-03
25904,iron_mg,0.61,mg,ANSES - Table Ciqual 2025,2025-11-03
25904,iodine_ug,70,µg,ANSES - Table Ciqual 2025,2025-11-03
25904,magnesium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
25904,potassium_mg,110,mg,ANSES - Table Ciqual 2025,2025-11-03
25904,zinc_mg,0.25,mg,ANSES - Table Ciqual 2025,2025-11-03
25904,vitamin_b12_ug,1.35,µg,ANSES - Table Ciqual 2025,2025-11-03
25904,omega3_g,0.123,g,ANSES - Table Ciqual 2025,2025-11-03
25905,calcium_mg,21,mg,ANSES - Table Ciqual 2025,2025-11-03
25905,iron_mg,0.19,mg,ANSES - Table Ciqual 2025,2025-11-03
25905,iodine_ug,1,µg,ANSES - Table Ciqual 2025,2025-11-03
25905,magnesium_mg,7,mg,ANSES - Table Ciqual 2025,2025-11-03
25905,potassium_mg,60,mg,ANSES - Table Ciqual 2025,2025-11-03
25905,zinc_mg,0.12,mg,ANSES - Table Ciqual 2025,2025-11-03
25905,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25905,vitamin_c_mg,6.17,mg,ANSES - Table Ciqual 2025,2025-11-03
25905,vitamin_b12_ug,0.029,µg,ANSES - Table Ciqual 2025,2025-11-03
25905,omega3_g,0.0084,g,ANSES - Table Ciqual 2025,2025-11-03
25907,calcium_mg,16,mg,ANSES - Table Ciqual 2025,2025-11-03
25907,iron_mg,0.17,mg,ANSES - Table Ciqual 2025,2025-11-03
25907,magnesium_mg,5.6,mg,ANSES - Table Ciqual 2025,2025-11-03
25907,potassium_mg,94,mg,ANSES - Table Ciqual 2025,2025-11-03
25907,zinc_mg,0.13,mg,ANSES - Table Ciqual 2025,2025-11-03
25907,vitamin_c_mg,7.95,mg,ANSES - Table Ciqual 2025,2025-11-03
25907,vitamin_b12_ug,0.045,µg,ANSES - Table Ciqual 2025,2025-11-03
25907,omega3_g,0.064,g,ANSES - Table Ciqual 2025,2025-11-03
25908,calcium_mg,7.96,mg,ANSES - Table Ciqual 2025,2025-11-03
25908,iron_mg,0.14,mg,ANSES - Table Ciqual 2025,2025-11-03
25908,iodine_ug,0.5,µg,ANSES - Table Ciqual 2025,2025-11-03
25908,magnesium_mg,7.93,mg,ANSES - Table Ciqual 2025,2025-11-03
25908,potassium_mg,30.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25908,zinc_mg,0.1,mg,ANSES - Table Ciqual 2025,2025-11-03
25908,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25908,vitamin_b12_ug,0.02,µg,ANSES - Table Ciqual 2025,2025-11-03
25908,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
25909,calcium_mg,1,mg,ANSES - Table Ciqual 2025,2025-11-03
25909,iron_mg,0.1,mg,ANSES - Table Ciqual 2025,2025-11-03
25909,magnesium_mg,2,mg,ANSES - Table Ciqual 2025,2025-11-03
25909,potassium_mg,15,mg,ANSES - Table Ciqual 2025,2025-11-03
25909,selenium_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25909,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
25909,vitamin_b12_ug,0.05,µg,ANSES - Table Ciqual 2025,2025-11-03
25910,calcium_mg,12,mg,ANSES - Table Ciqual 2025,2025-11-03
25910,iron_mg,0.27,mg,ANSES - Table Ciqual 2025,2025-11-03
25910,magnesium_mg,1,mg,ANSES - Table Ciqual 2025,2025-11-03
25910,potassium_mg,28,mg,ANSES - Table Ciqual 2025,2025-11-03
25910,zinc_mg,0.25,mg,ANSES - Table Ciqual 2025,2025-11-03
25910,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25910,vitamin_c_mg,0.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25910,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25910,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
25912,calcium_mg,7,mg,ANSES - Table Ciqual 2025,2025-11-03
25912,iron_mg,0.09,mg,ANSES - Table Ciqual 2025,2025-11-03
25912,iodine_ug,8.4,µg,ANSES - Table Ciqual 2025,2025-11-03
25912,magnesium_mg,2,mg,ANSES - Table Ciqual 2025,2025-11-03
25912,potassium_mg,62,mg,ANSES - Table Ciqual 2025,2025-11-03
25912,zinc_mg,0.06,mg,ANSES - Table Ciqual 2025,2025-11-03
25912,vitamin_d_ug,0.1,µg,ANSES - Table Ciqual 2025,2025-11-03
25912,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25912,omega3_g,0.01,g,ANSES - Table Ciqual 2025,2025-11-03
25913,calcium_mg,15,mg,ANSES - Table Ciqual 2025,2025-11-03
25913,iron_mg,0.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25913,magnesium_mg,7,mg,ANSES - Table Ciqual 2025,2025-11-03
25913,potassium_mg,140,mg,ANSES - Table Ciqual 2025,2025-11-03
25913,vitamin_c_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
25914,calcium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
25914,iron_mg,0.14,mg,ANSES - Table Ciqual 2025,2025-11-03
25914,magnesium_mg,5.9,mg,ANSES - Table Ciqual 2025,2025-11-03
25914,potassium_mg,130,mg,ANSES - Table Ciqual 2025,2025-11-03
25914,zinc_mg,0.08,mg,ANSES - Table Ciqual 2025,2025-11-03
25914,vitamin_d_ug,0.6,µg,ANSES - Table Ciqual 2025,2025-11-03
25914,vitamin_c_mg,6.4,mg,ANSES - Table Ciqual 2025,2025-11-03
25914,vitamin_b12_ug,0.01,µg,ANSES - Table Ciqual 2025,2025-11-03
25914,omega3_g,0.015,g,ANSES - Table Ciqual 2025,2025-11-03
25915,calcium_mg,19,mg,ANSES - Table Ciqual 2025,2025-11-03
25915,iron_mg,0.97,mg,ANSES - Table Ciqual 2025,2025-11-03
25915,iodine_ug,2,µg,ANSES - Table Ciqual 2025,2025-11-03
25915,magnesium_mg,17,mg,ANSES - Table Ciqual 2025,2025-11-03
25915,potassium_mg,157,mg,ANSES - Table Ciqual 2025,2025-11-03
25915,selenium_ug,1.4,µg,ANSES - Table Ciqual 2025,2025-11-03
25915,zinc_mg,0.84,mg,ANSES - Table Ciqual 2025,2025-11-03
25915,vitamin_d_ug,0.02,µg,ANSES - Table Ciqual 2025,2025-11-03
25915,vitamin_c_mg,3.2,mg,ANSES - Table Ciqual 2025,2025-11-03
25915,vitamin_b12_ug,0.11,µg,ANSES - Table Ciqual 2025,2025-11-03
25916,calcium_mg,33.3,mg,ANSES - Table Ciqual 2025,2025-11-03
25916,iron_mg,0.56,mg,ANSES - Table Ciqual 2025,2025-11-03
25916,iodine_ug,1,µg,ANSES - Table Ciqual 2025,2025-11-03
25916,magnesium_mg,12.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25916,potassium_mg,106,mg,ANSES - Table Ciqual 2025,2025-11-03
25916,zinc_mg,0.19,mg,ANSES - Table Ciqual 2025,2025-11-03
25916,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25916,vitamin_c_mg,1.25,mg,ANSES - Table Ciqual 2025,2025-11-03
25916,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25917,calcium_mg,19,mg,ANSES - Table Ciqual 2025,2025-11-03
25917,iron_mg,0.4,mg,ANSES - Table Ciqual 2025,2025-11-03
25917,iodine_ug,1,µg,ANSES - Table Ciqual 2025,2025-11-03
25917,magnesium_mg,14,mg,ANSES - Table Ciqual 2025,2025-11-03
25917,potassium_mg,132,mg,ANSES - Table Ciqual 2025,2025-11-03
25917,selenium_ug,2.2,µg,ANSES - Table Ciqual 2025,2025-11-03
25917,zinc_mg,0.19,mg,ANSES - Table Ciqual 2025,2025-11-03
25917,vitamin_c_mg,7,mg,ANSES - Table Ciqual 2025,2025-11-03
25919,potassium_mg,0.01,mg,ANSES - Table Ciqual 2025,2025-11-03
25919,omega3_g,0.025,g,ANSES - Table Ciqual 2025,2025-11-03
25923,potassium_mg,37.8,mg,ANSES - Table Ciqual 2025,2025-11-03
25924,potassium_mg,80.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25925,potassium_mg,0.023,mg,ANSES - Table Ciqual 2025,2025-11-03
25925,vitamin_c_mg,30,mg,ANSES - Table Ciqual 2025,2025-11-03
25928,vitamin_c_mg,3,mg,ANSES - Table Ciqual 2025,2025-11-03
25930,calcium_mg,5.5,mg,ANSES - Table Ciqual 2025,2025-11-03
25930,iron_mg,0.17,mg,ANSES - Table Ciqual 2025,2025-11-03
25930,magnesium_mg,2,mg,ANSES - Table Ciqual 2025,2025-11-03
25930,potassium_mg,0.01,mg,ANSES - Table Ciqual 2025,2025-11-03
25930,selenium_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25930,zinc_mg,0.048,mg,ANSES - Table Ciqual 2025,2025-11-03
25930,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
25930,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
25930,vitamin_b12_ug,0.065,µg,ANSES - Table Ciqual 2025,2025-11-03
25930,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
25932,potassium_mg,0.035,mg,ANSES - Table Ciqual 2025,2025-11-03
25933,vitamin_c_mg,20,mg,ANSES - Table Ciqual 2025,2025-11-03
25934,calcium_mg,12.5,mg,ANSES - Table Ciqual 2025,2025-11-03
