ciqual_code,nutrient_key,value_100g,unit,source,source_version
20324,potassium_mg,220,mg,ANSES - Table Ciqual 2025,2025-11-03
20324,zinc_mg,0.26,mg,ANSES - Table Ciqual 2025,2025-11-03
20324,vitamin_c_mg,5.68,mg,ANSES - Table Ciqual 2025,2025-11-03
20324,vitamin_b9_ug,33.3,µg,ANSES - Table Ciqual 2025,2025-11-03
20325,calcium_mg,44,mg,ANSES - Table Ciqual 2025,2025-11-03
20325,iron_mg,0.37,mg,ANSES - Table Ciqual 2025,2025-11-03
20325,magnesium_mg,25,mg,ANSES - Table Ciqual 2025,2025-11-03
20325,potassium_mg,510,mg,ANSES - Table Ciqual 2025,2025-11-03
20325,zinc_mg,0.35,mg,ANSES - Table Ciqual 2025,2025-11-03
20325,vitamin_c_mg,7.92,mg,ANSES - Table Ciqual 2025,2025-11-03
20325,vitamin_b9_ug,80.1,µg,ANSES - Table Ciqual 2025,2025-11-03
20325,omega3_g,0.01,g,ANSES - Table Ciqual 2025,2025-11-03
20326,calcium_mg,38,mg,ANSES - Table Ciqual 2025,2025-11-03
20326,iron_mg,1.2,mg,ANSES - Table Ciqual 2025,2025-11-03
20326,magnesium_mg,29,mg,ANSES - Table Ciqual 2025,2025-11-03
20326,potassium_mg,190,mg,ANSES - Table Ciqual 2025,2025-11-03
20326,zinc_mg,0.72,mg,ANSES - Table Ciqual 2025,2025-11-03
20326,vitamin_c_mg,11.4,mg,ANSES - Table Ciqual 2025,2025-11-03
20326,vitamin_b9_ug,38.2,µg,ANSES - Table Ciqual 2025,2025-11-03
20326,omega3_g,0.04,g,ANSES - Table Ciqual 2025,2025-11-03
20327,calcium_mg,35,mg,ANSES - Table Ciqual 2025,2025-11-03
20327,iron_mg,0.45,mg,ANSES - Table Ciqual 2025,2025-11-03
20327,magnesium_mg,6.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20327,potassium_mg,120,mg,ANSES - Table Ciqual 2025,2025-11-03
20327,zinc_mg,0.14,mg,ANSES - Table Ciqual 2025,2025-11-03
20327,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20327,vitamin_c_mg,3.79,mg,ANSES - Table Ciqual 2025,2025-11-03
20327,vitamin_b9_ug,22.8,µg,ANSES - Table Ciqual 2025,2025-11-03
20327,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20328,calcium_mg,7.3,mg,ANSES - Table Ciqual 2025,2025-11-03
20328,iron_mg,0.23,mg,ANSES - Table Ciqual 2025,2025-11-03
20328,magnesium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
20328,potassium_mg,220,mg,ANSES - Table Ciqual 2025,2025-11-03
20328,zinc_mg,0.14,mg,ANSES - Table Ciqual 2025,2025-11-03
20328,vitamin_c_mg,126,mg,ANSES - Table Ciqual 2025,2025-11-03
20328,vitamin_b9_ug,57.1,µg,ANSES - Table Ciqual 2025,2025-11-03
20328,omega3_g,0.1,g,ANSES - Table Ciqual 2025,2025-11-03
20329,calcium_mg,7,mg,ANSES - Table Ciqual 2025,2025-11-03
20329,iron_mg,0.27,mg,ANSES - Table Ciqual 2025,2025-11-03
20329,magnesium_mg,12,mg,ANSES - Table Ciqual 2025,2025-11-03
20329,potassium_mg,240,mg,ANSES - Table Ciqual 2025,2025-11-03
20329,zinc_mg,0.14,mg,ANSES - Table Ciqual 2025,2025-11-03
20329,vitamin_c_mg,144,mg,ANSES - Table Ciqual 2025,2025-11-03
20329,vitamin_b9_ug,69.7,µg,ANSES - Table Ciqual 2025,2025-11-03
20330,calcium_mg,6.7,mg,ANSES - Table Ciqual 2025,2025-11-03
20330,iron_mg,0.21,mg,ANSES - Table Ciqual 2025,2025-11-03
20330,magnesium_mg,9.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20330,potassium_mg,200,mg,ANSES - Table Ciqual 2025,2025-11-03
20330,zinc_mg,0.12,mg,ANSES - Table Ciqual 2025,2025-11-03
20330,vitamin_c_mg,64.6,mg,ANSES - Table Ciqual 2025,2025-11-03
20330,vitamin_b9_ug,27.8,µg,ANSES - Table Ciqual 2025,2025-11-03
20330,omega3_g,0.04,g,ANSES - Table Ciqual 2025,2025-11-03
20331,calcium_mg,18,mg,ANSES - Table Ciqual 2025,2025-11-03
20331,iron_mg,0.19,mg,ANSES - Table Ciqual 2025,2025-11-03
20331,magnesium_mg,8.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20331,potassium_mg,330,mg,ANSES - Table Ciqual 2025,2025-11-03
20331,zinc_mg,0.24,mg,ANSES - Table Ciqual 2025,2025-11-03
20331,vitamin_c_mg,8.65,mg,ANSES - Table Ciqual 2025,2025-11-03
20331,vitamin_b9_ug,9.28,µg,ANSES - Table Ciqual 2025,2025-11-03
20331,omega3_g,0.03,g,ANSES - Table Ciqual 2025,2025-11-03
20332,calcium_mg,31,mg,ANSES - Table Ciqual 2025,2025-11-03
20332,iron_mg,0.11,mg,ANSES - Table Ciqual 2025,2025-11-03
20332,magnesium_mg,8.6,mg,ANSES - Table Ciqual 2025,2025-11-03
20332,potassium_mg,330,mg,ANSES - Table Ciqual 2025,2025-11-03
20332,zinc_mg,0.1,mg,ANSES - Table Ciqual 2025,2025-11-03
20332,vitamin_b9_ug,10,µg,ANSES - Table Ciqual 2025,2025-11-03
20333,calcium_mg,38,mg,ANSES - Table Ciqual 2025,2025-11-03
20333,iron_mg,0.56,mg,ANSES - Table Ciqual 2025,2025-11-03
20333,magnesium_mg,23,mg,ANSES - Table Ciqual 2025,2025-11-03
20333,potassium_mg,170,mg,ANSES - Table Ciqual 2025,2025-11-03
20333,zinc_mg,0.49,mg,ANSES - Table Ciqual 2025,2025-11-03
20333,vitamin_c_mg,0.74,mg,ANSES - Table Ciqual 2025,2025-11-03
20333,vitamin_b9_ug,39.6,µg,ANSES - Table Ciqual 2025,2025-11-03
20335,calcium_mg,22,mg,ANSES - Table Ciqual 2025,2025-11-03
20335,iron_mg,0.25,mg,ANSES - Table Ciqual 2025,2025-11-03
20335,magnesium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
20335,potassium_mg,270,mg,ANSES - Table Ciqual 2025,2025-11-03
20335,zinc_mg,0.27,mg,ANSES - Table Ciqual 2025,2025-11-03
20335,vitamin_c_mg,0.84,mg,ANSES - Table Ciqual 2025,2025-11-03
20336,calcium_mg,240,mg,ANSES - Table Ciqual 2025,2025-11-03
20336,iron_mg,1.3,mg,ANSES - Table Ciqual 2025,2025-11-03
20336,magnesium_mg,30,mg,ANSES - Table Ciqual 2025,2025-11-03
20336,potassium_mg,160,mg,ANSES - Table Ciqual 2025,2025-11-03
20336,zinc_mg,0.79,mg,ANSES - Table Ciqual 2025,2025-11-03
20336,vitamin_b9_ug,62.7,µg,ANSES - Table Ciqual 2025,2025-11-03
20336,omega3_g,0.37,g,ANSES - Table Ciqual 2025,2025-11-03
20339,calcium_mg,93,mg,ANSES - Table Ciqual 2025,2025-11-03
20339,iron_mg,1.04,mg,ANSES - Table Ciqual 2025,2025-11-03
20339,magnesium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
20339,potassium_mg,371,mg,ANSES - Table Ciqual 2025,2025-11-03
20339,zinc_mg,0.17,mg,ANSES - Table Ciqual 2025,2025-11-03
20339,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20339,vitamin_c_mg,26,mg,ANSES - Table Ciqual 2025,2025-11-03
20339,vitamin_b9_ug,41,µg,ANSES - Table Ciqual 2025,2025-11-03
20339,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20339,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20349,calcium_mg,17.6,mg,ANSES - Table Ciqual 2025,2025-11-03
20349,iron_mg,0.42,mg,ANSES - Table Ciqual 2025,2025-11-03
20349,magnesium_mg,8.35,mg,ANSES - Table Ciqual 2025,2025-11-03
20349,potassium_mg,163,mg,ANSES - Table Ciqual 2025,2025-11-03
20349,zinc_mg,0.38,mg,ANSES - Table Ciqual 2025,2025-11-03
20349,vitamin_c_mg,4.98,mg,ANSES - Table Ciqual 2025,2025-11-03
20349,vitamin_b9_ug,68.1,µg,ANSES - Table Ciqual 2025,2025-11-03
20349,omega3_g,0.029,g,ANSES - Table Ciqual 2025,2025-11-03
20350,calcium_mg,43,mg,ANSES - Table Ciqual 2025,2025-11-03
20350,iron_mg,0.33,mg,ANSES - Table Ciqual 2025,2025-11-03
20350,magnesium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
20350,potassium_mg,90,mg,ANSES - Table Ciqual 2025,2025-11-03
20350,zinc_mg,0.18,mg,ANSES - Table Ciqual 2025,2025-11-03
20350,vitamin_c_mg,18.1,mg,ANSES - Table Ciqual 2025,2025-11-03
20350,vitamin_b9_ug,24.7,µg,ANSES - Table Ciqual 2025,2025-11-03
20350,omega3_g,0.12,g,ANSES - Table Ciqual 2025,2025-11-03
20351,calcium_mg,39.4,mg,ANSES - Table Ciqual 2025,2025-11-03
20351,iron_mg,0.46,mg,ANSES - Table Ciqual 2025,2025-11-03
20351,magnesium_mg,17.1,mg,ANSES - Table Ciqual 2025,2025-11-03
20351,potassium_mg,217,mg,ANSES - Table Ciqual 2025,2025-11-03
20351,zinc_mg,0.36,mg,ANSES - Table Ciqual 2025,2025-11-03
20351,vitamin_c_mg,19.4,mg,ANSES - Table Ciqual 2025,2025-11-03
20351,vitamin_b9_ug,53.7,µg,ANSES - Table Ciqual 2025,2025-11-03
20351,omega3_g,0.12,g,ANSES - Table Ciqual 2025,2025-11-03
20352,calcium_mg,28,mg,ANSES - Table Ciqual 2025,2025-11-03
20352,iron_mg,0.19,mg,ANSES - Table Ciqual 2025,2025-11-03
20352,magnesium_mg,9.4,mg,ANSES - Table Ciqual 2025,2025-11-03
20352,potassium_mg,140,mg,ANSES - Table Ciqual 2025,2025-11-03
20352,zinc_mg,0.22,mg,ANSES - Table Ciqual 2025,2025-11-03
20352,vitamin_c_mg,0.52,mg,ANSES - Table Ciqual 2025,2025-11-03
20352,vitamin_b9_ug,17.7,µg,ANSES - Table Ciqual 2025,2025-11-03
20353,calcium_mg,27.4,mg,ANSES - Table Ciqual 2025,2025-11-03
20353,iron_mg,0.2,mg,ANSES - Table Ciqual 2025,2025-11-03
20353,magnesium_mg,9.59,mg,ANSES - Table Ciqual 2025,2025-11-03
20353,potassium_mg,172,mg,ANSES - Table Ciqual 2025,2025-11-03
20353,zinc_mg,0.22,mg,ANSES - Table Ciqual 2025,2025-11-03
20353,vitamin_c_mg,0.76,mg,ANSES - Table Ciqual 2025,2025-11-03
20353,vitamin_b9_ug,18.8,µg,ANSES - Table Ciqual 2025,2025-11-03
20353,omega3_g,0.0066,g,ANSES - Table Ciqual 2025,2025-11-03
20354,calcium_mg,29.2,mg,ANSES - Table Ciqual 2025,2025-11-03
20354,iodine_ug,0.2,µg,ANSES - Table Ciqual 2025,2025-11-03
20354,magnesium_mg,8,mg,ANSES - Table Ciqual 2025,2025-11-03
20354,potassium_mg,281,mg,ANSES - Table Ciqual 2025,2025-11-03
20354,selenium_ug,1,µg,ANSES - Table Ciqual 2025,2025-11-03
20354,zinc_mg,0.14,mg,ANSES - Table Ciqual 2025,2025-11-03
20355,calcium_mg,46.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20355,iron_mg,0.38,mg,ANSES - Table Ciqual 2025,2025-11-03
20355,iodine_ug,7.93,µg,ANSES - Table Ciqual 2025,2025-11-03
20355,magnesium_mg,12.7,mg,ANSES - Table Ciqual 2025,2025-11-03
20355,potassium_mg,253,mg,ANSES - Table Ciqual 2025,2025-11-03
20355,zinc_mg,0.15,mg,ANSES - Table Ciqual 2025,2025-11-03
20355,vitamin_c_mg,28.2,mg,ANSES - Table Ciqual 2025,2025-11-03
20355,vitamin_b9_ug,40.1,µg,ANSES - Table Ciqual 2025,2025-11-03
20356,calcium_mg,37.8,mg,ANSES - Table Ciqual 2025,2025-11-03
20356,iron_mg,0.13,mg,ANSES - Table Ciqual 2025,2025-11-03
20356,magnesium_mg,7.15,mg,ANSES - Table Ciqual 2025,2025-11-03
20356,potassium_mg,218,mg,ANSES - Table Ciqual 2025,2025-11-03
20356,zinc_mg,0.093,mg,ANSES - Table Ciqual 2025,2025-11-03
20356,vitamin_c_mg,0.42,mg,ANSES - Table Ciqual 2025,2025-11-03
20356,vitamin_b9_ug,18.7,µg,ANSES - Table Ciqual 2025,2025-11-03
20357,calcium_mg,18,mg,ANSES - Table Ciqual 2025,2025-11-03
20357,iron_mg,0.19,mg,ANSES - Table Ciqual 2025,2025-11-03
20357,magnesium_mg,8.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20357,potassium_mg,330,mg,ANSES - Table Ciqual 2025,2025-11-03
20357,zinc_mg,0.24,mg,ANSES - Table Ciqual 2025,2025-11-03
20357,vitamin_c_mg,8.65,mg,ANSES - Table Ciqual 2025,2025-11-03
20357,vitamin_b9_ug,9.28,µg,ANSES - Table Ciqual 2025,2025-11-03
20357,omega3_g,0.03,g,ANSES - Table Ciqual 2025,2025-11-03
20358,calcium_mg,11.4,mg,ANSES - Table Ciqual 2025,2025-11-03
20358,iron_mg,0.51,mg,ANSES - Table Ciqual 2025,2025-11-03
20358,iodine_ug,4.55,µg,ANSES - Table Ciqual 2025,2025-11-03
20358,magnesium_mg,9.07,mg,ANSES - Table Ciqual 2025,2025-11-03
20358,potassium_mg,251,mg,ANSES - Table Ciqual 2025,2025-11-03
20358,selenium_ug,3.71,µg,ANSES - Table Ciqual 2025,2025-11-03
20358,zinc_mg,0.13,mg,ANSES - Table Ciqual 2025,2025-11-03
20358,vitamin_c_mg,20,mg,ANSES - Table Ciqual 2025,2025-11-03
20358,vitamin_b9_ug,15.6,µg,ANSES - Table Ciqual 2025,2025-11-03
20358,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20497,calcium_mg,39,mg,ANSES - Table Ciqual 2025,2025-11-03
20497,iron_mg,0.7,mg,ANSES - Table Ciqual 2025,2025-11-03
20497,iodine_ug,1.2,µg,ANSES - Table Ciqual 2025,2025-11-03
20497,magnesium_mg,15,mg,ANSES - Table Ciqual 2025,2025-11-03
20497,potassium_mg,208,mg,ANSES - Table Ciqual 2025,2025-11-03
20497,selenium_ug,0.6,µg,ANSES - Table Ciqual 2025,2025-11-03
20497,zinc_mg,0.3,mg,ANSES - Table Ciqual 2025,2025-11-03
20497,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20497,vitamin_c_mg,18,mg,ANSES - Table Ciqual 2025,2025-11-03
20497,vitamin_b9_ug,26,µg,ANSES - Table Ciqual 2025,2025-11-03
20497,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20497,omega3_g,0.018,g,ANSES - Table Ciqual 2025,2025-11-03
20499,calcium_mg,36.9,mg,ANSES - Table Ciqual 2025,2025-11-03
20499,iron_mg,0.54,mg,ANSES - Table Ciqual 2025,2025-11-03
20499,iodine_ug,5,µg,ANSES - Table Ciqual 2025,2025-11-03
20499,magnesium_mg,19.1,mg,ANSES - Table Ciqual 2025,2025-11-03
20499,potassium_mg,233,mg,ANSES - Table Ciqual 2025,2025-11-03
20499,selenium_ug,5.76,µg,ANSES - Table Ciqual 2025,2025-11-03
20499,zinc_mg,0.26,mg,ANSES - Table Ciqual 2025,2025-11-03
20499,vitamin_d_ug,0.014,µg,ANSES - Table Ciqual 2025,2025-11-03
20499,vitamin_c_mg,8.35,mg,ANSES - Table Ciqual 2025,2025-11-03
20499,vitamin_b9_ug,34.6,µg,ANSES - Table Ciqual 2025,2025-11-03
20499,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20499,omega3_g,0.049,g,ANSES - Table Ciqual 2025,2025-11-03
20590,calcium_mg,20,mg,ANSES - Table Ciqual 2025,2025-11-03
20590,iron_mg,0.37,mg,ANSES - Table Ciqual 2025,2025-11-03
20590,magnesium_mg,14,mg,ANSES - Table Ciqual 2025,2025-11-03
20590,potassium_mg,310,mg,ANSES - Table Ciqual 2025,2025-11-03
20590,zinc_mg,0.24,mg,ANSES - Table Ciqual 2025,2025-11-03
20590,vitamin_b9_ug,32.3,µg,ANSES - Table Ciqual 2025,2025-11-03
58103,calcium_mg,77,mg,ANSES - Table Ciqual 2025,2025-11-03
58103,iron_mg,0.28,mg,ANSES - Table Ciqual 2025,2025-11-03
58103,magnesium_mg,36,mg,ANSES - Table Ciqual 2025,2025-11-03
58103,potassium_mg,135,mg,ANSES - Table Ciqual 2025,2025-11-03
58103,zinc_mg,0.43,mg,ANSES - Table Ciqual 2025,2025-11-03
58103,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
58103,vitamin_c_mg,16.3,mg,ANSES - Table Ciqual 2025,2025-11-03
58103,vitamin_b9_ug,46,µg,ANSES - Table Ciqual 2025,2025-11-03
58103,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
58103,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20092,calcium_mg,212,mg,ANSES - Table Ciqual 2025,2025-11-03
20092,iron_mg,3.93,mg,ANSES - Table Ciqual 2025,2025-11-03
20092,magnesium_mg,118,mg,ANSES - Table Ciqual 2025,2025-11-03
20092,potassium_mg,2540,mg,ANSES - Table Ciqual 2025,2025-11-03
20092,zinc_mg,1.57,mg,ANSES - Table Ciqual 2025,2025-11-03
20092,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20092,vitamin_c_mg,14.6,mg,ANSES - Table Ciqual 2025,2025-11-03
20092,vitamin_b9_ug,55,µg,ANSES - Table Ciqual 2025,2025-11-03
20092,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20092,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20180,calcium_mg,257,mg,ANSES - Table Ciqual 2025,2025-11-03
20180,iron_mg,1.55,mg,ANSES - Table Ciqual 2025,2025-11-03
20180,magnesium_mg,92,mg,ANSES - Table Ciqual 2025,2025-11-03
20180,potassium_mg,1620,mg,ANSES - Table Ciqual 2025,2025-11-03
20180,zinc_mg,1.89,mg,ANSES - Table Ciqual 2025,2025-11-03
20180,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20180,vitamin_c_mg,33,mg,ANSES - Table Ciqual 2025,2025-11-03
20180,vitamin_b9_ug,166,µg,ANSES - Table Ciqual 2025,2025-11-03
20180,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20180,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20189,calcium_mg,110,mg,ANSES - Table Ciqual 2025,2025-11-03
20189,iron_mg,9.09,mg,ANSES - Table Ciqual 2025,2025-11-03
20189,magnesium_mg,194,mg,ANSES - Table Ciqual 2025,2025-11-03
20189,potassium_mg,3430,mg,ANSES - Table Ciqual 2025,2025-11-03
20189,selenium_ug,5.5,µg,ANSES - Table Ciqual 2025,2025-11-03
20189,zinc_mg,1.99,mg,ANSES - Table Ciqual 2025,2025-11-03
20189,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20189,vitamin_c_mg,39.2,mg,ANSES - Table Ciqual 2025,2025-11-03
20189,vitamin_b9_ug,68,µg,ANSES - Table Ciqual 2025,2025-11-03
20189,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20189,omega3_g,0.011,g,ANSES - Table Ciqual 2025,2025-11-03
20202,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20211,calcium_mg,11,mg,ANSES - Table Ciqual 2025,2025-11-03
20211,iron_mg,1.72,mg,ANSES - Table Ciqual 2025,2025-11-03
20211,magnesium_mg,132,mg,ANSES - Table Ciqual 2025,2025-11-03
20211,potassium_mg,1530,mg,ANSES - Table Ciqual 2025,2025-11-03
20211,zinc_mg,7.66,mg,ANSES - Table Ciqual 2025,2025-11-03
20211,vitamin_d_ug,3.9,µg,ANSES - Table Ciqual 2025,2025-11-03
20211,vitamin_c_mg,3.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20211,vitamin_b9_ug,163,µg,ANSES - Table Ciqual 2025,2025-11-03
20211,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20211,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20256,calcium_mg,47,mg,ANSES - Table Ciqual 2025,2025-11-03
20256,iron_mg,2.68,mg,ANSES - Table Ciqual 2025,2025-11-03
20256,magnesium_mg,81,mg,ANSES - Table Ciqual 2025,2025-11-03
20256,potassium_mg,1570,mg,ANSES - Table Ciqual 2025,2025-11-03
20256,zinc_mg,0.78,mg,ANSES - Table Ciqual 2025,2025-11-03
20256,vitamin_d_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20256,vitamin_b9_ug,23,µg,ANSES - Table Ciqual 2025,2025-11-03
20256,vitamin_b12_ug,0,µg,ANSES - Table Ciqual 2025,2025-11-03
20256,omega3_g,0.0058,g,ANSES - Table Ciqual 2025,2025-11-03
20800,vitamin_c_mg,6.07,mg,ANSES - Table Ciqual 2025,2025-11-03
20800,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20801,potassium_mg,2400,mg,ANSES - Table Ciqual 2025,2025-11-03
20801,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20802,potassium_mg,2580,mg,ANSES - Table Ciqual 2025,2025-11-03
20802,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20803,vitamin_c_mg,19.3,mg,ANSES - Table Ciqual 2025,2025-11-03
20803,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20804,potassium_mg,192,mg,ANSES - Table Ciqual 2025,2025-11-03
20804,vitamin_c_mg,7.4,mg,ANSES - Table Ciqual 2025,2025-11-03
20804,vitamin_b9_ug,20.8,µg,ANSES - Table Ciqual 2025,2025-11-03
20804,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20805,potassium_mg,198,mg,ANSES - Table Ciqual 2025,2025-11-03
20805,vitamin_c_mg,12.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20805,vitamin_b9_ug,17.8,µg,ANSES - Table Ciqual 2025,2025-11-03
20805,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20806,vitamin_c_mg,0.23,mg,ANSES - Table Ciqual 2025,2025-11-03
20806,vitamin_b9_ug,23.4,µg,ANSES - Table Ciqual 2025,2025-11-03
20806,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20807,vitamin_c_mg,6.1,mg,ANSES - Table Ciqual 2025,2025-11-03
20807,vitamin_b9_ug,14.9,µg,ANSES - Table Ciqual 2025,2025-11-03
20807,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20808,vitamin_c_mg,0.1,mg,ANSES - Table Ciqual 2025,2025-11-03
20808,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20809,vitamin_c_mg,0.3,mg,ANSES - Table Ciqual 2025,2025-11-03
20809,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20810,calcium_mg,0.059,mg,ANSES - Table Ciqual 2025,2025-11-03
20810,iron_mg,1.31,mg,ANSES - Table Ciqual 2025,2025-11-03
20810,potassium_mg,432,mg,ANSES - Table Ciqual 2025,2025-11-03
20810,vitamin_c_mg,2.67,mg,ANSES - Table Ciqual 2025,2025-11-03
20810,vitamin_b9_ug,57.2,µg,ANSES - Table Ciqual 2025,2025-11-03
20810,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20811,vitamin_c_mg,4.07,mg,ANSES - Table Ciqual 2025,2025-11-03
20811,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20812,vitamin_c_mg,0,mg,ANSES - Table Ciqual 2025,2025-11-03
20812,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20813,vitamin_c_mg,8.17,mg,ANSES - Table Ciqual 2025,2025-11-03
20813,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20814,potassium_mg,321,mg,ANSES - Table Ciqual 2025,2025-11-03
20814,vitamin_b9_ug,20.5,µg,ANSES - Table Ciqual 2025,2025-11-03
20814,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20815,potassium_mg,347,mg,ANSES - Table Ciqual 2025,2025-11-03
20815,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20816,potassium_mg,319,mg,ANSES - Table Ciqual 2025,2025-11-03
20816,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20817,potassium_mg,442,mg,ANSES - Table Ciqual 2025,2025-11-03
20817,vitamin_b9_ug,31.7,µg,ANSES - Table Ciqual 2025,2025-11-03
20817,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20818,potassium_mg,353,mg,ANSES - Table Ciqual 2025,2025-11-03
20818,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20819,potassium_mg,454,mg,ANSES - Table Ciqual 2025,2025-11-03
20819,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20820,vitamin_b9_ug,10.3,µg,ANSES - Table Ciqual 2025,2025-11-03
20820,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20821,magnesium_mg,61,mg,ANSES - Table Ciqual 2025,2025-11-03
20821,potassium_mg,374,mg,ANSES - Table Ciqual 2025,2025-11-03
20821,vitamin_c_mg,3,mg,ANSES - Table Ciqual 2025,2025-11-03
20821,vitamin_b9_ug,107,µg,ANSES - Table Ciqual 2025,2025-11-03
20821,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20822,vitamin_b9_ug,69.8,µg,ANSES - Table Ciqual 2025,2025-11-03
20822,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20823,potassium_mg,198,mg,ANSES - Table Ciqual 2025,2025-11-03
20823,vitamin_c_mg,0.87,mg,ANSES - Table Ciqual 2025,2025-11-03
20823,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20824,potassium_mg,349,mg,ANSES - Table Ciqual 2025,2025-11-03
20824,vitamin_c_mg,0.81,mg,ANSES - Table Ciqual 2025,2025-11-03
20824,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20825,potassium_mg,25.1,mg,ANSES - Table Ciqual 2025,2025-11-03
20825,vitamin_c_mg,22,mg,ANSES - Table Ciqual 2025,2025-11-03
20825,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20826,vitamin_c_mg,9.57,mg,ANSES - Table Ciqual 2025,2025-11-03
20826,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20827,vitamin_c_mg,21.3,mg,ANSES - Table Ciqual 2025,2025-11-03
20827,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20828,vitamin_c_mg,73.2,mg,ANSES - Table Ciqual 2025,2025-11-03
20828,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20829,vitamin_c_mg,39.3,mg,ANSES - Table Ciqual 2025,2025-11-03
20829,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20830,vitamin_c_mg,25.7,mg,ANSES - Table Ciqual 2025,2025-11-03
20830,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20831,vitamin_c_mg,4,mg,ANSES - Table Ciqual 2025,2025-11-03
20831,omega3_g,0,g,ANSES - Table Ciqual 2025,2025-11-03
20832,potassium_mg,425,mg,ANSES - Table Ciqual 2025,2025-11-03
20832,vitamin_c_mg,12.5,mg,ANSES - Table Ciqual 2025,2025-11-03
20832,vitamin_b9_ug,92.2,µg,ANSES - Table Ciqual 2025,2025-11-03
